"","Blue","CloudMask","CloudMaskConfidence","Green","ImageDate","ImageName","Lake","NIR","Organization","Red","SWIR1","SWIR2","Sensor","StationID","Dataset"
"2325",479,1,1,536,2006-05-21,"LT50380322006141","Utah",252,"UTAHDWQ",404,73,51,"LANDSAT/LT5_SR",4917600,"Estimated"
"2326",399,1,1,792,2006-05-21,"LT50380322006141","Utah",239,"UTAHDWQ",526,45,49,"LANDSAT/LT5_SR",4917770,"Estimated"
"2327",1368,1,1,1724,2006-05-29,"LE70380322006149","Utah",287,"UTAHDWQ",1258,39,15,"LANDSAT/LE7_SR",4917310,"Estimated"
"2328",1496,1,1,1815,2006-05-29,"LE70380322006149","Utah",235,"UTAHDWQ",1281,33,13,"LANDSAT/LE7_SR",4917370,"Estimated"
"2330",477,0,1,729,2006-05-29,"LE70380322006149","Utah",647,"UTAHDWQ",503,167,146,"LANDSAT/LE7_SR",4917450,"Estimated"
"2332",1627,1,1,1988,2006-05-29,"LE70380322006149","Utah",528,"UTAHDWQ",1508,259,244,"LANDSAT/LE7_SR",4917520,"Estimated"
"2333",1270,1,1,1670,2006-05-29,"LE70380322006149","Utah",361,"UTAHDWQ",1235,104,114,"LANDSAT/LE7_SR",4917600,"Estimated"
"2334",520,1,1,926,2006-05-29,"LE70380322006149","Utah",351,"UTAHDWQ",598,35,13,"LANDSAT/LE7_SR",4917770,"Estimated"
"2335",513,1,1,936,2006-06-06,"LT50380322006157","Utah",229,"UTAHDWQ",491,76,86,"LANDSAT/LT5_SR",4917310,"Estimated"
"2336",920,1,1,1198,2006-06-06,"LT50380322006157","Utah",161,"UTAHDWQ",650,32,20,"LANDSAT/LT5_SR",4917370,"Estimated"
"2337",666,1,1,1097,2006-06-06,"LT50380322006157","Utah",154,"UTAHDWQ",510,73,52,"LANDSAT/LT5_SR",4917390,"Estimated"
"2338",329,1,1,562,2006-06-06,"LT50380322006157","Utah",418,"UTAHDWQ",373,50,52,"LANDSAT/LT5_SR",4917450,"Estimated"
"2339",880,1,1,1039,2006-06-06,"LT50380322006157","Utah",200,"UTAHDWQ",470,122,54,"LANDSAT/LT5_SR",4917500,"Estimated"
"2340",755,1,1,1164,2006-06-06,"LT50380322006157","Utah",259,"UTAHDWQ",623,75,86,"LANDSAT/LT5_SR",4917520,"Estimated"
"2341",1153,1,1,1624,2006-06-06,"LT50380322006157","Utah",527,"UTAHDWQ",1187,275,217,"LANDSAT/LT5_SR",4917600,"Estimated"
"2342",779,1,1,1228,2006-06-06,"LT50380322006157","Utah",317,"UTAHDWQ",697,161,117,"LANDSAT/LT5_SR",4917770,"Estimated"
"2343",1674,1,1,1943,2006-06-14,"LE70380322006165","Utah",822,"UTAHDWQ",1753,388,345,"LANDSAT/LE7_SR",4917310,"Estimated"
"2348",1996,0,1,2437,2006-06-14,"LE70380322006165","Utah",1118,"UTAHDWQ",2340,320,278,"LANDSAT/LE7_SR",4917520,"Estimated"
"2351",1034,1,1,1492,2006-06-22,"LT50380322006173","Utah",320,"UTAHDWQ",1050,31,52,"LANDSAT/LT5_SR",4917310,"Estimated"
"2352",1309,1,1,1688,2006-06-22,"LT50380322006173","Utah",349,"UTAHDWQ",1156,51,150,"LANDSAT/LT5_SR",4917370,"Estimated"
"2353",1311,1,1,1720,2006-06-22,"LT50380322006173","Utah",353,"UTAHDWQ",1265,9,52,"LANDSAT/LT5_SR",4917390,"Estimated"
"2354",512,1,1,804,2006-06-22,"LT50380322006173","Utah",355,"UTAHDWQ",652,76,118,"LANDSAT/LT5_SR",4917450,"Estimated"
"2355",1413,1,1,1788,2006-06-22,"LT50380322006173","Utah",548,"UTAHDWQ",1266,313,248,"LANDSAT/LT5_SR",4917500,"Estimated"
"2356",983,1,1,1360,2006-06-22,"LT50380322006173","Utah",253,"UTAHDWQ",834,30,52,"LANDSAT/LT5_SR",4917520,"Estimated"
"2357",1141,1,1,1624,2006-06-22,"LT50380322006173","Utah",586,"UTAHDWQ",1267,228,248,"LANDSAT/LT5_SR",4917600,"Estimated"
"2358",755,1,1,1197,2006-06-22,"LT50380322006173","Utah",386,"UTAHDWQ",891,96,85,"LANDSAT/LT5_SR",4917770,"Estimated"
"2359",983,1,1,1320,2006-06-30,"LE70380322006181","Utah",219,"UTAHDWQ",807,38,15,"LANDSAT/LE7_SR",4917310,"Estimated"
"2360",1243,1,1,1546,2006-06-30,"LE70380322006181","Utah",294,"UTAHDWQ",1033,38,15,"LANDSAT/LE7_SR",4917370,"Estimated"
"2361",781,1,1,1085,2006-06-30,"LE70380322006181","Utah",164,"UTAHDWQ",591,31,12,"LANDSAT/LE7_SR",4917390,"Estimated"
"2362",504,1,1,792,2006-06-30,"LE70380322006181","Utah",389,"UTAHDWQ",536,96,46,"LANDSAT/LE7_SR",4917450,"Estimated"
"2363",1224,1,1,1492,2006-06-30,"LE70380322006181","Utah",297,"UTAHDWQ",860,138,117,"LANDSAT/LE7_SR",4917500,"Estimated"
"2364",1214,1,1,1460,2006-06-30,"LE70380322006181","Utah",174,"UTAHDWQ",828,35,14,"LANDSAT/LE7_SR",4917520,"Estimated"
"2365",999,1,1,1436,2006-06-30,"LE70380322006181","Utah",529,"UTAHDWQ",1015,142,118,"LANDSAT/LE7_SR",4917600,"Estimated"
"2373",865,1,1,1143,2006-07-08,"LT50380322006189","Utah",730,"UTAHDWQ",893,273,256,"LANDSAT/LT5_SR",4917600,"Estimated"
"2375",1028,1,1,1226,2006-07-16,"LE70380322006197","Utah",247,"UTAHDWQ",632,67,47,"LANDSAT/LE7_SR",4917310,"Estimated"
"2378",566,1,1,801,2006-07-16,"LE70380322006197","Utah",426,"UTAHDWQ",591,27,45,"LANDSAT/LE7_SR",4917450,"Estimated"
"2381",1312,1,1,1633,2006-07-16,"LE70380322006197","Utah",528,"UTAHDWQ",1282,240,153,"LANDSAT/LE7_SR",4917600,"Estimated"
"2382",874,1,1,1310,2006-07-16,"LE70380322006197","Utah",541,"UTAHDWQ",1013,196,149,"LANDSAT/LE7_SR",4917770,"Estimated"
"2383",1039,1,1,1428,2006-07-24,"LT50380322006205","Utah",400,"UTAHDWQ",950,166,159,"LANDSAT/LT5_SR",4917310,"Estimated"
"2384",1561,1,1,1958,2006-07-24,"LT50380322006205","Utah",431,"UTAHDWQ",1406,45,87,"LANDSAT/LT5_SR",4917370,"Estimated"
"2385",1246,1,1,1711,2006-07-24,"LT50380322006205","Utah",359,"UTAHDWQ",1235,21,51,"LANDSAT/LT5_SR",4917390,"Estimated"
"2386",379,1,1,717,2006-07-24,"LT50380322006205","Utah",398,"UTAHDWQ",459,22,52,"LANDSAT/LT5_SR",4917450,"Estimated"
"2387",1463,1,1,1882,2006-07-24,"LT50380322006205","Utah",479,"UTAHDWQ",1436,144,90,"LANDSAT/LT5_SR",4917500,"Estimated"
"2388",1388,1,1,1814,2006-07-24,"LT50380322006205","Utah",473,"UTAHDWQ",1179,190,194,"LANDSAT/LT5_SR",4917520,"Estimated"
"2389",1058,1,1,1500,2006-07-24,"LT50380322006205","Utah",557,"UTAHDWQ",1212,79,161,"LANDSAT/LT5_SR",4917600,"Estimated"
"2390",611,1,1,1073,2006-07-24,"LT50380322006205","Utah",397,"UTAHDWQ",776,46,88,"LANDSAT/LT5_SR",4917770,"Estimated"
"2399",896,1,1,1294,2006-08-09,"LT50380322006221","Utah",383,"UTAHDWQ",843,11,22,"LANDSAT/LT5_SR",4917310,"Estimated"
"2400",1134,1,1,1538,2006-08-09,"LT50380322006221","Utah",343,"UTAHDWQ",1041,33,55,"LANDSAT/LT5_SR",4917370,"Estimated"
"2401",624,1,1,1045,2006-08-09,"LT50380322006221","Utah",378,"UTAHDWQ",639,125,125,"LANDSAT/LT5_SR",4917390,"Estimated"
"2402",417,1,1,793,2006-08-09,"LT50380322006221","Utah",512,"UTAHDWQ",547,122,159,"LANDSAT/LT5_SR",4917450,"Estimated"
"2403",1144,1,1,1571,2006-08-09,"LT50380322006221","Utah",354,"UTAHDWQ",1130,60,57,"LANDSAT/LT5_SR",4917500,"Estimated"
"2404",1185,1,1,1608,2006-08-09,"LT50380322006221","Utah",445,"UTAHDWQ",1153,100,90,"LANDSAT/LT5_SR",4917520,"Estimated"
"2405",977,1,1,1468,2006-08-09,"LT50380322006221","Utah",665,"UTAHDWQ",1187,153,127,"LANDSAT/LT5_SR",4917600,"Estimated"
"2406",917,1,1,1327,2006-08-09,"LT50380322006221","Utah",371,"UTAHDWQ",1009,145,89,"LANDSAT/LT5_SR",4917770,"Estimated"
"2410",378,1,1,687,2006-08-17,"LE70380322006229","Utah",322,"UTAHDWQ",425,79,53,"LANDSAT/LE7_SR",4917450,"Estimated"
"2411",1378,1,1,1806,2006-08-17,"LE70380322006229","Utah",649,"UTAHDWQ",1503,120,91,"LANDSAT/LE7_SR",4917500,"Estimated"
"2414",776,1,1,1147,2006-08-17,"LE70380322006229","Utah",440,"UTAHDWQ",804,114,88,"LANDSAT/LE7_SR",4917770,"Estimated"
"2419",1132,1,1,1321,2006-08-25,"LT50380322006237","Utah",783,"UTAHDWQ",1049,315,273,"LANDSAT/LT5_SR",4917500,"Estimated"
"2423",607,1,1,915,2006-09-02,"LE70380322006245","Utah",399,"UTAHDWQ",615,54,58,"LANDSAT/LE7_SR",4917310,"Estimated"
"2424",868,1,1,1102,2006-09-02,"LE70380322006245","Utah",317,"UTAHDWQ",809,18,22,"LANDSAT/LE7_SR",4917370,"Estimated"
"2425",732,1,1,1032,2006-09-02,"LE70380322006245","Utah",427,"UTAHDWQ",658,49,19,"LANDSAT/LE7_SR",4917390,"Estimated"
"2426",377,1,1,649,2006-09-02,"LE70380322006245","Utah",471,"UTAHDWQ",434,50,56,"LANDSAT/LE7_SR",4917450,"Estimated"
"2427",789,1,1,1160,2006-09-02,"LE70380322006245","Utah",340,"UTAHDWQ",826,47,18,"LANDSAT/LE7_SR",4917500,"Estimated"
"2429",807,1,1,1165,2006-09-02,"LE70380322006245","Utah",599,"UTAHDWQ",947,52,57,"LANDSAT/LE7_SR",4917600,"Estimated"
"2430",460,1,1,806,2006-09-02,"LE70380322006245","Utah",510,"UTAHDWQ",543,48,18,"LANDSAT/LE7_SR",4917770,"Estimated"
"2431",325,0,1,601,2006-09-10,"LT50380322006253","Utah",1338,"UTAHDWQ",365,24,56,"LANDSAT/LT5_SR",4917310,"Estimated"
"2432",711,1,1,1142,2006-09-10,"LT50380322006253","Utah",692,"UTAHDWQ",836,26,18,"LANDSAT/LT5_SR",4917370,"Estimated"
"2433",617,1,1,901,2006-09-10,"LT50380322006253","Utah",495,"UTAHDWQ",578,28,19,"LANDSAT/LT5_SR",4917390,"Estimated"
"2434",267,1,1,492,2006-09-10,"LT50380322006253","Utah",414,"UTAHDWQ",347,56,19,"LANDSAT/LT5_SR",4917450,"Estimated"
"2435",881,1,1,1275,2006-09-10,"LT50380322006253","Utah",594,"UTAHDWQ",890,67,63,"LANDSAT/LT5_SR",4917500,"Estimated"
"2436",507,0,1,857,2006-09-10,"LT50380322006253","Utah",693,"UTAHDWQ",573,27,58,"LANDSAT/LT5_SR",4917520,"Estimated"
"2437",616,1,1,1077,2006-09-10,"LT50380322006253","Utah",433,"UTAHDWQ",822,90,62,"LANDSAT/LT5_SR",4917600,"Estimated"
"2438",802,1,1,1145,2006-09-10,"LT50380322006253","Utah",415,"UTAHDWQ",971,29,58,"LANDSAT/LT5_SR",4917770,"Estimated"
"2442",246,1,1,438,2006-09-18,"LE70380322006261","Utah",374,"UTAHDWQ",261,15,20,"LANDSAT/LE7_SR",4917450,"Estimated"
"2443",853,1,1,1105,2006-09-18,"LE70380322006261","Utah",693,"UTAHDWQ",851,61,24,"LANDSAT/LE7_SR",4917500,"Estimated"
"2444",1170,1,1,1576,2006-09-18,"LE70380322006261","Utah",453,"UTAHDWQ",1415,10,18,"LANDSAT/LE7_SR",4917520,"Estimated"
"2446",534,1,1,922,2006-09-18,"LE70380322006261","Utah",417,"UTAHDWQ",686,14,20,"LANDSAT/LE7_SR",4917770,"Estimated"
"2447",590,0,1,887,2006-09-26,"LT50380322006269","Utah",950,"UTAHDWQ",662,125,26,"LANDSAT/LT5_SR",4917310,"Estimated"
"2450",280,1,1,555,2006-09-26,"LT50380322006269","Utah",425,"UTAHDWQ",394,18,68,"LANDSAT/LT5_SR",4917450,"Estimated"
"2451",808,1,1,1141,2006-09-26,"LT50380322006269","Utah",548,"UTAHDWQ",867,46,68,"LANDSAT/LT5_SR",4917500,"Estimated"
"2452",500,0,1,834,2006-09-26,"LT50380322006269","Utah",700,"UTAHDWQ",547,93,65,"LANDSAT/LT5_SR",4917520,"Estimated"
"2454",573,1,1,1014,2006-09-26,"LT50380322006269","Utah",546,"UTAHDWQ",731,45,68,"LANDSAT/LT5_SR",4917770,"Estimated"
"2455",889,1,1,1233,2006-10-12,"LT50380322006285","Utah",796,"UTAHDWQ",893,141,30,"LANDSAT/LT5_SR",4917310,"Estimated"
"2457",1076,1,1,1553,2006-10-12,"LT50380322006285","Utah",436,"UTAHDWQ",1338,21,31,"LANDSAT/LT5_SR",4917390,"Estimated"
"2459",1080,1,1,1509,2006-10-12,"LT50380322006285","Utah",437,"UTAHDWQ",1154,22,31,"LANDSAT/LT5_SR",4917500,"Estimated"
"2460",1233,1,1,1601,2006-10-12,"LT50380322006285","Utah",384,"UTAHDWQ",1302,49,75,"LANDSAT/LT5_SR",4917520,"Estimated"
"2461",799,1,1,1234,2006-10-12,"LT50380322006285","Utah",479,"UTAHDWQ",968,19,30,"LANDSAT/LT5_SR",4917600,"Estimated"
"2463",1440,1,1,1743,2006-10-20,"LE70380322006293","Utah",406,"UTAHDWQ",1431,113,74,"LANDSAT/LE7_SR",4917310,"Estimated"
"2465",518,1,1,484,2006-10-20,"LE70380322006293","Utah",106,"UTAHDWQ",329,25,28,"LANDSAT/LE7_SR",4917390,"Estimated"
"2468",1482,1,1,1823,2006-10-20,"LE70380322006293","Utah",469,"UTAHDWQ",1541,68,124,"LANDSAT/LE7_SR",4917520,"Estimated"
"2469",1273,1,1,1619,2006-10-20,"LE70380322006293","Utah",725,"UTAHDWQ",1586,59,71,"LANDSAT/LE7_SR",4917600,"Estimated"
"2471",1189,1,1,1623,2006-10-28,"LT50380322006301","Utah",342,"UTAHDWQ",1187,24,35,"LANDSAT/LT5_SR",4917310,"Estimated"
"2474",324,1,1,532,2006-10-28,"LT50380322006301","Utah",190,"UTAHDWQ",308,59,35,"LANDSAT/LT5_SR",4917450,"Estimated"
"2477",724,1,1,1160,2006-10-28,"LT50380322006301","Utah",343,"UTAHDWQ",813,59,35,"LANDSAT/LT5_SR",4917600,"Estimated"
"2478",719,1,1,1054,2006-10-28,"LT50380322006301","Utah",291,"UTAHDWQ",811,25,35,"LANDSAT/LT5_SR",4917770,"Estimated"
"2480",290,1,1,644,2007-05-01,"LT50370322007121","Utah",132,"UTAHDWQ",416,30,45,"LANDSAT/LT5_SR",4917450,"Estimated"
"2481",1001,1,1,1475,2007-05-01,"LT50370322007121","Utah",279,"UTAHDWQ",993,77,45,"LANDSAT/LT5_SR",4917770,"Estimated"
"2482",1223,1,1,1649,2007-05-08,"LT50380322007128","Utah",389,"UTAHDWQ",1080,184,153,"LANDSAT/LT5_SR",4917310,"Estimated"
"2483",1359,1,1,1751,2007-05-08,"LT50380322007128","Utah",391,"UTAHDWQ",1219,118,119,"LANDSAT/LT5_SR",4917370,"Estimated"
"2484",1277,1,1,1713,2007-05-08,"LT50380322007128","Utah",365,"UTAHDWQ",1221,99,20,"LANDSAT/LT5_SR",4917390,"Estimated"
"2485",477,1,1,856,2007-05-08,"LT50380322007128","Utah",388,"UTAHDWQ",659,71,18,"LANDSAT/LT5_SR",4917450,"Estimated"
"2486",1318,1,1,1712,2007-05-08,"LT50380322007128","Utah",339,"UTAHDWQ",1197,35,22,"LANDSAT/LT5_SR",4917500,"Estimated"
"2487",1390,1,1,1828,2007-05-08,"LT50380322007128","Utah",479,"UTAHDWQ",1273,179,253,"LANDSAT/LT5_SR",4917520,"Estimated"
"2488",1215,1,1,1680,2007-05-08,"LT50380322007128","Utah",468,"UTAHDWQ",1332,55,54,"LANDSAT/LT5_SR",4917600,"Estimated"
"2489",784,1,1,1234,2007-05-08,"LT50380322007128","Utah",315,"UTAHDWQ",908,47,51,"LANDSAT/LT5_SR",4917770,"Estimated"
"2491",1427,1,1,1773,2007-05-16,"LE70380322007136","Utah",249,"UTAHDWQ",1181,67,37,"LANDSAT/LE7_SR",4917370,"Estimated"
"2492",1184,1,1,1511,2007-05-16,"LE70380322007136","Utah",246,"UTAHDWQ",963,44,58,"LANDSAT/LE7_SR",4917390,"Estimated"
"2493",439,1,1,750,2007-05-16,"LE70380322007136","Utah",355,"UTAHDWQ",542,65,58,"LANDSAT/LE7_SR",4917450,"Estimated"
"2494",1362,1,1,1752,2007-05-16,"LE70380322007136","Utah",257,"UTAHDWQ",1117,48,82,"LANDSAT/LE7_SR",4917500,"Estimated"
"2495",1161,1,1,1473,2007-05-16,"LE70380322007136","Utah",238,"UTAHDWQ",841,63,57,"LANDSAT/LE7_SR",4917520,"Estimated"
"2496",1060,1,1,1569,2007-05-16,"LE70380322007136","Utah",442,"UTAHDWQ",1202,178,149,"LANDSAT/LE7_SR",4917600,"Estimated"
"2499",700,1,1,1019,2007-05-17,"LT50370322007137","Utah",274,"UTAHDWQ",668,31,44,"LANDSAT/LT5_SR",4917770,"Estimated"
"2508",1318,1,1,1755,2007-06-01,"LE70380322007152","Utah",372,"UTAHDWQ",1324,76,50,"LANDSAT/LE7_SR",4917310,"Estimated"
"2509",1469,1,1,1863,2007-06-01,"LE70380322007152","Utah",336,"UTAHDWQ",1348,44,17,"LANDSAT/LE7_SR",4917370,"Estimated"
"2510",1294,1,1,1754,2007-06-01,"LE70380322007152","Utah",338,"UTAHDWQ",1300,45,50,"LANDSAT/LE7_SR",4917390,"Estimated"
"2512",1520,1,1,1943,2007-06-01,"LE70380322007152","Utah",411,"UTAHDWQ",1422,78,84,"LANDSAT/LE7_SR",4917500,"Estimated"
"2513",1543,1,1,1948,2007-06-01,"LE70380322007152","Utah",583,"UTAHDWQ",1519,203,213,"LANDSAT/LE7_SR",4917520,"Estimated"
"2514",977,1,1,1457,2007-06-01,"LE70380322007152","Utah",485,"UTAHDWQ",1035,271,214,"LANDSAT/LE7_SR",4917600,"Estimated"
"2515",751,1,1,1232,2007-06-01,"LE70380322007152","Utah",291,"UTAHDWQ",829,41,16,"LANDSAT/LE7_SR",4917770,"Estimated"
"2516",525,1,1,848,2007-06-02,"LT50370322007153","Utah",529,"UTAHDWQ",595,62,48,"LANDSAT/LT5_SR",4917450,"Estimated"
"2518",1470,1,1,1864,2007-06-09,"LT50380322007160","Utah",512,"UTAHDWQ",1426,94,84,"LANDSAT/LT5_SR",4917310,"Estimated"
"2519",1470,1,1,1897,2007-06-09,"LT50380322007160","Utah",380,"UTAHDWQ",1426,51,52,"LANDSAT/LT5_SR",4917370,"Estimated"
"2520",1243,1,1,1730,2007-06-09,"LT50380322007160","Utah",450,"UTAHDWQ",1399,75,53,"LANDSAT/LT5_SR",4917390,"Estimated"
"2521",496,1,1,868,2007-06-09,"LT50380322007160","Utah",543,"UTAHDWQ",591,115,116,"LANDSAT/LT5_SR",4917450,"Estimated"
"2522",1440,1,1,1892,2007-06-09,"LT50380322007160","Utah",421,"UTAHDWQ",1400,76,53,"LANDSAT/LT5_SR",4917500,"Estimated"
"2523",1370,1,1,1836,2007-06-09,"LT50380322007160","Utah",470,"UTAHDWQ",1318,111,115,"LANDSAT/LT5_SR",4917520,"Estimated"
"2524",822,1,1,1374,2007-06-09,"LT50380322007160","Utah",619,"UTAHDWQ",1058,315,248,"LANDSAT/LT5_SR",4917600,"Estimated"
"2525",901,1,1,1369,2007-06-09,"LT50380322007160","Utah",352,"UTAHDWQ",946,52,52,"LANDSAT/LT5_SR",4917770,"Estimated"
"2526",1724,0,1,2097,2007-06-17,"LE70380322007168","Utah",1309,"UTAHDWQ",2092,425,380,"LANDSAT/LE7_SR",4917310,"Estimated"
"2527",1862,0,1,2287,2007-06-17,"LE70380322007168","Utah",1421,"UTAHDWQ",2339,386,414,"LANDSAT/LE7_SR",4917370,"Estimated"
"2528",1779,0,1,2132,2007-06-17,"LE70380322007168","Utah",1161,"UTAHDWQ",2074,389,380,"LANDSAT/LE7_SR",4917390,"Estimated"
"2530",1853,1,1,2265,2007-06-17,"LE70380322007168","Utah",1088,"UTAHDWQ",2194,359,279,"LANDSAT/LE7_SR",4917500,"Estimated"
"2531",1757,0,1,2119,2007-06-17,"LE70380322007168","Utah",1346,"UTAHDWQ",2190,352,380,"LANDSAT/LE7_SR",4917520,"Estimated"
"2532",1288,1,1,1734,2007-06-17,"LE70380322007168","Utah",905,"UTAHDWQ",1622,326,313,"LANDSAT/LE7_SR",4917600,"Estimated"
"2533",1462,0,1,1849,2007-06-17,"LE70380322007168","Utah",1161,"UTAHDWQ",1874,423,380,"LANDSAT/LE7_SR",4917770,"Estimated"
"2534",1543,1,1,2039,2007-06-25,"LT50380322007176","Utah",998,"UTAHDWQ",1812,374,345,"LANDSAT/LT5_SR",4917310,"Estimated"
"2535",1543,0,1,1947,2007-06-25,"LT50380322007176","Utah",1296,"UTAHDWQ",1873,437,412,"LANDSAT/LT5_SR",4917370,"Estimated"
"2536",1577,0,1,2049,2007-06-25,"LT50380322007176","Utah",1095,"UTAHDWQ",1845,459,412,"LANDSAT/LT5_SR",4917390,"Estimated"
"2537",884,1,1,1297,2007-06-25,"LT50380322007176","Utah",998,"UTAHDWQ",1128,461,510,"LANDSAT/LT5_SR",4917450,"Estimated"
"2538",1725,1,1,2134,2007-06-25,"LT50380322007176","Utah",1067,"UTAHDWQ",1943,331,313,"LANDSAT/LT5_SR",4917500,"Estimated"
"2539",1643,0,1,2105,2007-06-25,"LT50380322007176","Utah",1296,"UTAHDWQ",1973,396,378,"LANDSAT/LT5_SR",4917520,"Estimated"
"2540",1351,1,1,1806,2007-06-25,"LT50380322007176","Utah",1066,"UTAHDWQ",1594,375,313,"LANDSAT/LT5_SR",4917600,"Estimated"
"2541",1458,0,1,1911,2007-06-25,"LT50380322007176","Utah",1163,"UTAHDWQ",1761,504,444,"LANDSAT/LT5_SR",4917770,"Estimated"
"2543",928,1,1,1456,2007-07-03,"LE70380322007184","Utah",307,"UTAHDWQ",916,15,51,"LANDSAT/LE7_SR",4917370,"Estimated"
"2544",952,1,1,1428,2007-07-03,"LE70380322007184","Utah",199,"UTAHDWQ",842,47,83,"LANDSAT/LE7_SR",4917390,"Estimated"
"2545",469,1,1,688,2007-07-03,"LE70380322007184","Utah",414,"UTAHDWQ",500,15,51,"LANDSAT/LE7_SR",4917450,"Estimated"
"2546",1139,1,1,1618,2007-07-03,"LE70380322007184","Utah",282,"UTAHDWQ",1066,51,20,"LANDSAT/LE7_SR",4917500,"Estimated"
"2547",933,1,1,1401,2007-07-03,"LE70380322007184","Utah",596,"UTAHDWQ",943,209,150,"LANDSAT/LE7_SR",4917520,"Estimated"
"2548",964,1,1,1457,2007-07-03,"LE70380322007184","Utah",670,"UTAHDWQ",1090,243,183,"LANDSAT/LE7_SR",4917600,"Estimated"
"2555",1476,1,1,1843,2007-07-11,"LT50380322007192","Utah",986,"UTAHDWQ",1508,329,246,"LANDSAT/LT5_SR",4917520,"Estimated"
"2558",989,1,1,1519,2007-07-19,"LE70380322007200","Utah",397,"UTAHDWQ",1040,18,54,"LANDSAT/LE7_SR",4917310,"Estimated"
"2559",1366,1,1,1915,2007-07-19,"LE70380322007200","Utah",754,"UTAHDWQ",1511,275,254,"LANDSAT/LE7_SR",4917370,"Estimated"
"2560",974,1,1,1550,2007-07-19,"LE70380322007200","Utah",381,"UTAHDWQ",1033,43,51,"LANDSAT/LE7_SR",4917390,"Estimated"
"2561",400,1,1,672,2007-07-19,"LE70380322007200","Utah",422,"UTAHDWQ",456,45,17,"LANDSAT/LE7_SR",4917450,"Estimated"
"2562",1246,1,1,1712,2007-07-19,"LE70380322007200","Utah",471,"UTAHDWQ",1263,117,88,"LANDSAT/LE7_SR",4917500,"Estimated"
"2563",1620,1,1,1958,2007-07-19,"LE70380322007200","Utah",689,"UTAHDWQ",1679,280,288,"LANDSAT/LE7_SR",4917520,"Estimated"
"2564",1044,1,1,1520,2007-07-19,"LE70380322007200","Utah",763,"UTAHDWQ",1238,150,121,"LANDSAT/LE7_SR",4917600,"Estimated"
"2565",1055,1,1,1464,2007-07-19,"LE70380322007200","Utah",422,"UTAHDWQ",1135,45,17,"LANDSAT/LE7_SR",4917770,"Estimated"
"2567",1444,1,1,1872,2007-07-27,"LT50380322007208","Utah",370,"UTAHDWQ",1432,29,54,"LANDSAT/LT5_SR",4917370,"Estimated"
"2568",1095,1,1,1598,2007-07-27,"LT50380322007208","Utah",363,"UTAHDWQ",1120,25,53,"LANDSAT/LT5_SR",4917390,"Estimated"
"2569",381,1,1,688,2007-07-27,"LT50380322007208","Utah",438,"UTAHDWQ",468,27,54,"LANDSAT/LT5_SR",4917450,"Estimated"
"2570",1318,1,1,1796,2007-07-27,"LT50380322007208","Utah",422,"UTAHDWQ",1322,37,22,"LANDSAT/LT5_SR",4917500,"Estimated"
